Country,Year,Total - all NACE activities,"Agriculture, forestry and fishing",Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers,Activities of extraterritorial organisations and bodies,GHG
European Union - 27 countries (from 2020),2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2003,23120.23,17964.03,51.84,3097.47,390.61,695.67,36.13,28.75,779.3,2.34,2.37,1.54,2.55,4.39,4.85,6.84,3.54,43.53,1.3,3.17,0,0,N2O
Germany,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2003,3654.14,3204.19,1.6,48.71,25.98,119.81,18.48,23.34,157.74,0.81,0.66,0.9,3.64,1.62,8.59,16.45,3.33,17.3,0.61,0.38,0,0,N2O
Lithuania,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2003,16570.3,11039.8,3.22,4314.17,208.54,478.22,14.35,14.29,247.2,0.96,3.88,1.92,2.99,2.65,3.25,7.31,3.4,222.89,0.54,0.73,0,0,N2O
Malta,2003,219.89,141.64,0.09,1.05,16.96,43.34,0.79,1.37,5.2,0.25,0.1,0,0.12,0.35,0.16,0.24,0.05,7.94,0.03,0.21,0,0,N2O
Netherlands,2003,46491.09,21967.2,4.1,20568.02,436.05,925.42,52.2,68.84,700.63,4.27,3.86,5.4,2.83,12.33,70.33,1477.32,3.14,182.44,2.87,3.85,0,0,N2O
Austria,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2003,13851.8,8673.3,5,2333,353.3,1908.3,172,45.6,281.6,16.4,4.4,3.1,2.5,5.6,7.6,12.9,3.7,17.9,2.4,3.2,0,0,N2O
Romania,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2003,8427.01,2606.98,4.69,4673.09,139.3,684.11,10.06,23.93,120.57,9.7,12.63,9.92,27.52,27.1,13.75,20.09,11.93,14.5,5.75,10.47,0.95,0,N2O
Finland,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2003,872.31,789.18,0.01,24.79,0.09,19.01,12.5,1.35,21.37,0.05,0.13,1.54,0.11,0.17,0.14,0.2,0.01,0.06,0.08,0.05,0,1.46,N2O
Norway,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2003,12596.58,6352.09,1.33,2201.02,82.36,3423.34,43.98,93.83,151.64,11.59,5.73,9.69,2.94,37.53,7.49,55.22,1.36,99.53,10.42,5.49,0,0,N2O
Serbia,2003,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2003,77988.65,66452.38,30.06,3698.51,1635.79,5072.9,164.02,190.51,605.73,34.46,4.17,6.38,10.7,12.96,13.76,33.76,6.05,7.54,1.4,6.74,0.3,0.55,N2O
European Union - 27 countries (from 2020),2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2004,22138.97,18254.13,48,1930.31,337.26,617.5,36.66,28.55,804.75,2.43,2.46,1.55,2.49,4.52,5.1,11.15,3.69,43.76,1.57,3.08,0,0,N2O
Germany,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2004,3601.94,3133.73,1.65,54,24.55,118.94,24.14,39.51,150.15,1.11,1.05,0.38,4.54,1.95,4.86,18.52,4.02,17.2,1.2,0.43,0,0,N2O
Lithuania,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2004,19216.53,12245.29,2.38,5747.1,214.55,444.24,16.64,16.2,252.85,1.09,4.12,2.02,3.05,2.77,4.03,7.75,3.3,247.82,0.53,0.8,0,0,N2O
Malta,2004,222.84,144.88,0.09,1.03,16.16,44.04,0.76,1.32,5.19,0.25,0.1,0,0.12,0.34,0.16,0.23,0.04,7.91,0.03,0.21,0,0,N2O
Netherlands,2004,47725.88,21230.23,4.18,22497.02,455.31,936.44,52.6,67.69,708.89,4.32,3.71,5.44,2.92,12.25,69.8,1487.79,3.2,177.28,2.94,3.87,0,0,N2O
Austria,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2004,15000.9,9393.3,5.9,2561,441.3,1989.4,190,47.5,292.7,16.6,4.1,4.3,2.1,5.4,7.5,12.5,3.5,18.4,2.2,3.2,0,0,N2O
Romania,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2004,9027.45,2596.42,5.36,5252.19,144.08,651.76,12.54,30.08,125.56,12.06,16.95,13.42,35.69,33.38,17.35,25.17,15.48,18.49,6.97,13.23,1.29,0,N2O
Finland,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2004,879.07,788.54,0.01,24.43,0.06,19,15.05,1.42,24.31,0.06,0.12,5.05,0.1,0.16,0.14,0.25,0.01,0.06,0.15,0.05,0,0.12,N2O
Norway,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2004,12548.91,6324.94,1.3,2270.97,80.36,3383.03,38.89,89.06,139.55,9.39,4.05,6.97,2.26,35.06,5.99,50.82,1.13,91.24,9.57,4.35,0,0,N2O
Serbia,2004,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2004,80668.38,68691.97,32.16,3611.99,1997.77,5128.03,168.81,198.44,694.17,36.17,4.34,6.65,11.45,13.39,14.37,35.18,6.4,7.79,1.46,6.98,0.32,0.57,N2O
European Union - 27 countries (from 2020),2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2005,20403.29,17982.26,46.47,203.87,305.91,711.54,37.64,28.64,1001.45,2.72,2.71,1.57,2.45,4.8,5.48,12.95,4.33,43.7,1.72,3.09,0,0,N2O
Germany,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2005,3723.15,3265.32,1.62,59.22,22.26,117.68,23.16,20.78,161.9,0.71,0.82,0.53,3.36,1.01,5.54,17.61,3.68,17.04,0.5,0.4,0,0,N2O
Lithuania,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2005,18270.38,11351.52,2.54,5644.23,235.77,473.41,18.22,18.21,251.5,1.02,4.26,1.95,2.57,2.72,5.76,7.83,2.97,244.62,0.51,0.77,0,0,N2O
Malta,2005,214.25,134.19,0.06,0.79,15.48,43.44,0.75,1.3,9.54,0.14,0.09,0,0.09,0.34,0.16,0.24,0.04,7.43,0.01,0.14,0,0,N2O
Netherlands,2005,47598.26,20890.9,3.99,22646.86,497,940.07,53.65,71.51,748.11,4.13,3.82,5.67,2.88,12.36,75.15,1493.56,3.14,138.71,2.9,3.85,0,0,N2O
Austria,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2005,13460.3,7899.7,5.6,2380.4,489.4,2079.4,180.1,49.6,299.8,14.7,3.9,4,2.1,5.5,7.5,13.2,3.3,16.7,2.4,3,0,0,N2O
Romania,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2005,8932.13,2689.17,5.65,5044.51,132.66,641.35,13.57,32.87,137.65,13.7,18.27,14.44,39.55,38.2,19.54,28.69,17.16,20.7,8.12,14.92,1.38,0,N2O
Finland,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2005,866.19,784.05,0.01,21.17,0.05,19.11,16.25,1.5,16.08,0.06,0.11,6.83,0.09,0.15,0.14,0.23,0.01,0.06,0.14,0.05,0,0.09,N2O
Norway,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2005,12565.11,6371.97,1.28,2327.22,78.43,3293.58,39.3,90.2,138.96,9.28,3.88,7.08,2.45,36.17,6.33,50.64,1.11,92.67,10.1,4.46,0,0,N2O
Serbia,2005,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2005,84630.14,70006.53,34.39,5722.98,2414.62,5215.83,171.97,198.7,718.01,36.68,4.33,6.67,11.87,13.47,14.4,35.23,6.63,8.41,1.47,7.07,0.32,0.57,N2O
European Union - 27 countries (from 2020),2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2006,20203.6,17532.43,41.85,221.4,372.68,631.89,39.32,28.26,1251.93,2.74,2.77,1.64,2.49,4.76,5.73,9.19,4.56,45.06,1.76,3.13,0,0,N2O
Germany,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2006,3736.76,3252.51,2.95,60.97,24.07,126.81,28.18,27.21,156.77,0.96,0.69,1.62,3.23,1.78,8.44,17.75,3.62,17.53,1.26,0.41,0,0,N2O
Lithuania,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2006,17443.71,11522.08,2.7,4667.55,217.24,484.55,20.4,20.82,256.73,1.08,4.44,2.02,2.42,2.85,6.78,8.05,2.73,220.02,0.44,0.82,0,0,N2O
Malta,2006,213.88,132.96,0.06,0.79,15.59,45.15,0.75,1.3,9.36,0.13,0.09,0,0.09,0.34,0.16,0.24,0.04,6.67,0.01,0.14,0,0,N2O
Netherlands,2006,47914.57,21384.43,3.89,22503.76,462.96,905.45,53.17,76.56,762.44,4.11,3.76,6.11,2.94,12.77,79.69,1511.53,3.21,130.93,2.91,3.94,0,0,N2O
Austria,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2006,13165.4,7585.7,5.9,2370.3,454.6,2175.5,143.4,47.4,311.3,13.5,3.6,4.1,1.8,5,7.3,12.4,2.9,15.7,2.2,2.8,0,0,N2O
Romania,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2006,9227.13,2231.22,7.62,5874.87,127.11,587.61,12.82,30.85,131.39,13.03,17.41,13.78,37.71,36.33,18.6,27.38,16.37,19.75,7.73,14.22,1.32,0,N2O
Finland,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2006,942.25,842.07,0.01,21.99,0.12,20.25,15.28,1.65,24.93,0.05,0.1,14.82,0.14,0.17,0.2,0.23,0.01,0.06,0.05,0.04,0,0.05,N2O
Norway,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2006,12419.35,6383.12,1.35,2264.74,76.11,3210.35,39.55,88.78,147.13,8.94,4.08,7.36,2.35,35.14,6.7,51.17,1.17,76.93,10.15,4.25,0,0,N2O
Serbia,2006,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2006,88929.12,72625.35,36.24,6980.24,2713.62,5292.25,176.44,205.06,748.18,37.68,4.48,6.88,12.59,13.97,14.98,36.36,6.47,8.74,1.5,7.16,0.32,0.59,N2O
European Union - 27 countries (from 2020),2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2007,20771.28,18016.32,35.68,235.17,316.34,704.59,45.43,30.79,1292.22,3.15,2.97,1.68,3.02,5.27,6.71,11.57,4.84,50.45,1.68,3.41,0,0,N2O
Germany,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2007,3913.21,3390.24,4.13,54.32,23.87,129.3,44.39,26.62,176.92,1.19,0.72,0.78,4.35,2.92,12.62,17.72,4.21,17.76,0.71,0.43,0,0,N2O
Lithuania,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2007,15614.67,11376.76,2.54,2978.95,236.81,462.77,22.35,22.89,259.81,1.1,4.49,1.87,2.25,2.8,7.22,7.8,2.4,220.63,0.41,0.85,0,0,N2O
Malta,2007,216.91,136.11,0.07,0.84,15.91,41.83,0.76,1.32,9.84,0.15,0.1,0,0.09,0.35,0.16,0.25,0.04,8.91,0.02,0.15,0,0,N2O
Netherlands,2007,42673.93,20376.58,30.42,18158.87,446.84,939.32,54.42,84.98,808.92,4.01,3.73,6.46,3.03,13.21,85.49,1541.74,3.2,105.67,2.97,4.07,0,0,N2O
Austria,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2007,13877.3,8092.8,7.1,2462.7,420,2308.9,139.3,46.6,328.8,14.2,3.3,3.9,1.6,5,7.3,13.1,2.7,15.2,2.1,2.7,0,0,N2O
Romania,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2007,8914.88,2386.8,7.62,5394.66,123.11,601.09,12.77,30.77,135.01,13.13,16.94,13.38,37.34,36.77,18.7,27.54,16.2,19.65,7.89,14.24,1.28,0,N2O
Finland,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2007,978.26,878.09,0.02,21.76,0.46,21.3,16.14,1.34,26.17,0.05,0.1,11.9,0.11,0.13,0.18,0.23,0.01,0.05,0.1,0.04,0,0.07,N2O
Norway,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2007,12524.81,6522.87,1.42,2309.55,75.02,3127.22,41.05,89.43,157.44,8.83,3.81,6.87,2.33,35.47,6.63,53.17,1.12,68.08,10.09,4.39,0,0,N2O
Serbia,2007,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2007,87213.07,70412.85,40.92,6534.11,3591.51,5349.33,184.14,218.56,718.29,40.57,4.78,7.34,14.21,14.91,16.09,38.77,6.84,9.76,1.58,7.55,0.34,0.63,N2O
European Union - 27 countries (from 2020),2008,743399.63,525884.22,1716.98,128963.95,22271.45,32865.33,2655.78,1789.73,14811.48,430.35,204.81,126,153.45,483.68,608.09,2258.35,175.66,7657.05,142.06,196.61,4.6,0,N2O
Belgium,2008,22888.08,13844.34,28.62,7140.29,309.07,493.41,69.99,53.46,497.62,7.45,4.06,5.31,1.38,12.95,42.67,22.09,10.32,335.67,3.26,5.23,0.89,0,N2O
Bulgaria,2008,9770.14,6557.44,4.54,1946.35,425.26,489.93,33.59,11.22,197.09,1.55,1.29,1.38,0.9,2.4,2.58,2.55,8.02,82.26,0.95,0.85,0,0,N2O
Czechia,2008,21254.06,15880.81,54.94,3040.16,783.64,861.24,74.9,28.63,341.68,1.82,3.7,2.04,4.17,2.85,11.57,4.01,2.06,153.35,1.34,1.16,0,0,N2O
Denmark,2008,20893.41,18082.91,39.81,216.4,302.93,853.59,44.45,28.37,1243.73,2.89,3.4,1.83,2.79,4.93,6.7,8.56,4.66,40.54,1.61,3.32,0,0,N2O
Germany,2008,128327.63,78218.82,953.66,33946.73,8251.88,2494.86,252.88,364.82,2947.41,29.65,72.65,18.3,15.72,132.3,13.29,133.45,36.94,332.97,44.02,67.28,0,0,N2O
Estonia,2008,2590.71,2279.29,3.99,34.7,2.04,151.53,6.91,7.04,74.66,0.94,0.4,0.29,1.49,1.21,2.6,5.3,0.92,16.15,0.45,0.81,0,0,N2O
Ireland,2008,19108.68,17840.08,0.59,56.35,475.79,404.4,1.73,17.09,145.58,3.3,1.73,0.25,0.35,2.3,4.14,7.64,1.2,144.04,1.5,0.62,0,0,N2O
Greece,2008,19523.41,14245.84,2.5,1995.5,584.24,1070.44,21.12,39.59,1279.22,3.59,1.3,0.37,0.01,3.6,1.25,26.65,0.96,244.88,0.98,1.37,0,0,N2O
Spain,2008,39897.3,24134.88,78.96,4670.48,2770.71,4375.39,200.4,122.07,891.67,32.48,3.35,5.18,8.76,18.36,26.34,31.16,9.66,2498.09,7.31,9.94,2.1,0,N2O
France,2008,122867.1,98832.08,83.74,16137.75,636.39,3241.13,1140.11,192.6,1673.4,110.81,21.76,25.2,13.38,40.11,268.12,92,22.59,304.67,13.14,18.13,0,0,N2O
Croatia,2008,9114.08,6111.6,0.77,2470.15,79.87,299.11,44.35,14.45,76.66,0.77,1.73,0.61,1.43,3.02,2.4,2.09,1.06,1.41,0.47,1.86,0.27,0,N2O
Italy,2008,68051.93,46930.55,335,8325.97,1179.3,6783.1,212.07,361.25,1457.18,148.52,10.59,14.46,14.43,50.93,38.39,230.78,20,1903.32,15.37,20.72,0,0,N2O
Cyprus,2008,597.13,452.12,0.5,13.7,30.27,48.52,3.72,4.69,26.92,0.99,0.17,0.15,0.09,0.39,0.83,1.07,0.21,12.34,0.16,0.25,0.03,0,N2O
Latvia,2008,3831.31,3340.75,5.08,58.1,23.31,132.75,28.51,23.56,161.66,0.88,0.83,0.43,7.28,4.04,5.34,16.4,3.44,14.85,3.8,0.31,0,0,N2O
Lithuania,2008,17255.61,7287.63,0.8,9431.2,45.99,206.41,10.52,4.15,238.09,0.51,0.4,0.32,0.36,0.85,0.84,1.91,1.87,22.99,0.29,0.45,0.04,0,N2O
Luxembourg,2008,802.18,604.66,0.1,14.55,8,48.51,1.1,3.1,100.41,0.13,0.83,0.99,0.07,0.42,0.46,0.38,0.12,18.13,0.13,0.08,0,0,N2O
Hungary,2008,13257.16,11878.95,2.29,75.01,252.83,464.96,23.22,26.81,256.13,1.18,4.57,1.94,2.27,3.06,7.8,8.19,2.23,244.35,0.45,0.92,0,0,N2O
Malta,2008,210.85,135.73,0.06,0.74,15.8,39.17,0.65,1.12,9.52,0.14,0.08,0,0.08,0.29,0.13,0.22,0.04,6.92,0.02,0.14,0,0,N2O
Netherlands,2008,30059.33,19913.94,29.19,5986.95,425.84,945.16,56.78,94.07,824.28,4.22,3.84,7.19,3.33,14.02,89.81,1554.99,3.4,94.85,3.16,4.3,0,0,N2O
Austria,2008,11909.26,8773.58,11.27,1385.52,291.89,755.23,75.3,63.84,378,15.27,3.84,3.03,3.15,10.24,15.55,6.84,2.66,108.67,2.97,2.41,0,0,N2O
Poland,2008,84821.06,64812.36,29.74,13524.21,2507.13,2544.83,9.7,172.06,498.55,10.35,33.21,11.99,16.78,110.44,14.65,36.05,15.06,424.72,23.06,26.14,0,0,N2O
Portugal,2008,13654.4,7938.1,7,2285.9,447,2381.9,132.8,47,342.4,16.4,3.3,4.2,1.4,4.9,7.4,12.2,2.7,15,2.1,2.7,0,0,N2O
